time	I(Out)
6.802575069646787e-008	1.540476e-002
6.820860783932425e-008	1.406647e-002
6.839146498218064e-008	1.283056e-002
6.857432212503701e-008	1.169703e-002
6.875717926789340e-008	1.066589e-002
6.894003641074977e-008	9.737125e-003
6.912289355360616e-008	8.910744e-003
6.924819447451957e-008	8.376695e-003
6.937349539543300e-008	7.870611e-003
6.949879631634641e-008	7.392489e-003
6.962409723725983e-008	6.942331e-003
6.974939815817324e-008	6.520135e-003
6.987469907908666e-008	6.125903e-003
7.000000000000007e-008	5.759635e-003
7.000035000000007e-008	5.758632e-003
7.000045000000012e-008	5.632194e-003
7.000045312500017e-008	5.468530e-003
7.000045390625021e-008	5.347133e-003
7.000045546875018e-008	4.976417e-003
7.000045859375023e-008	4.093435e-003
7.000046484375023e-008	2.523121e-003
7.000047734375022e-008	8.848645e-004
7.000050234375020e-008	6.406915e-005
7.000052077435704e-008	2.639866e-007
7.000053883851858e-008	5.098679e-009
7.000056316173670e-008	4.231430e-010
7.000058347645843e-008	1.582665e-010
7.000100000000010e-008	-3.597179e-009
7.000182903529872e-008	-1.047194e-008
7.000265807059732e-008	-1.690188e-008
7.000348710589594e-008	-2.288699e-008
7.000431614119455e-008	-2.842727e-008
7.000514517649317e-008	-3.352272e-008
7.000597421179177e-008	-3.817335e-008
7.000680324709039e-008	-4.237915e-008
7.000774140921484e-008	-4.681217e-008
7.000864697171852e-008	-5.071524e-008
7.000958797101010e-008	-5.441184e-008
7.001050506104922e-008	-5.769526e-008
7.001145074228652e-008	-6.077879e-008
7.001237988733581e-008	-6.353739e-008
7.001333278813117e-008	-6.611157e-008
7.001427502452666e-008	-6.842674e-008
7.001523767732002e-008	-7.057650e-008
7.001619450868368e-008	-7.251753e-008
7.001716963974343e-008	-7.431296e-008
7.001814308989913e-008	-7.593864e-008
7.001913372673301e-008	-7.743778e-008
7.002012637843010e-008	-7.879786e-008
7.002113595989053e-008	-8.004889e-008
7.002215102022350e-008	-8.118528e-008
7.002318351731467e-008	-8.222827e-008
7.002422490788471e-008	-8.317627e-008
7.002528496054319e-008	-8.404459e-008
7.002635743687659e-008	-8.483385e-008
7.002745051521416e-008	-8.555529e-008
7.002855982260697e-008	-8.621070e-008
7.002969242342753e-008	-8.680848e-008
7.003084550017268e-008	-8.735091e-008
7.003202539378645e-008	-8.784439e-008
7.003323063847641e-008	-8.829134e-008
7.003446718751314e-008	-8.869670e-008
7.003573481582920e-008	-8.906285e-008
7.003703939833478e-008	-8.939367e-008
7.003838192833653e-008	-8.969134e-008
7.003976851439423e-008	-8.995897e-008
7.004120144113394e-008	-9.019857e-008
7.004268740002244e-008	-9.041262e-008
7.004423015636747e-008	-9.060292e-008
7.004751478039025e-008	-9.091998e-008
7.005111576459472e-008	-9.116307e-008
7.005511324893439e-008	-9.134369e-008
7.006210416000054e-008	-9.151899e-008
7.007083433209901e-008	-9.160436e-008
7.008027727195886e-008	-9.160721e-008
7.008972021181869e-008	-9.160275e-008
7.009916315167853e-008	-9.159097e-008
7.010860609153837e-008	-9.157188e-008
7.011804903139821e-008	-9.154548e-008
7.012749197125804e-008	-9.151176e-008
7.013693491111789e-008	-9.147072e-008
7.031979205397427e-008	-9.091744e-008
7.050264919683065e-008	-9.040347e-008
7.068550633968704e-008	-8.992881e-008
7.086836348254341e-008	-8.949346e-008
7.105122062539980e-008	-8.909742e-008
7.123407776825617e-008	-8.874070e-008
7.141693491111256e-008	-8.842329e-008
7.159979205396895e-008	-8.813059e-008
7.178264919682532e-008	-8.785870e-008
7.196550633968171e-008	-8.760760e-008
7.214836348253809e-008	-8.737730e-008
7.233122062539447e-008	-8.716781e-008
7.251407776825085e-008	-8.697912e-008
7.269693491110724e-008	-8.681123e-008
7.287979205396362e-008	-8.665640e-008
7.306264919682000e-008	-8.651257e-008
7.324550633967639e-008	-8.637975e-008
7.342836348253276e-008	-8.625793e-008
7.361122062538915e-008	-8.614711e-008
7.379407776824552e-008	-8.604730e-008
7.397693491110191e-008	-8.595849e-008
7.412322992380164e-008	-8.589201e-008
7.426952493650138e-008	-8.582948e-008
7.441581994920111e-008	-8.577091e-008
7.456211496190085e-008	-8.571630e-008
7.470840997460058e-008	-8.566564e-008
7.485470498730032e-008	-8.561894e-008
7.500100000000005e-008	-8.557620e-008
7.500135000000005e-008	-8.557610e-008
7.500145000000010e-008	-8.753954e-008
7.500145312500015e-008	-9.015125e-008
7.500145390625019e-008	-9.224640e-008
7.500145546875016e-008	-9.980739e-008
7.500145859375021e-008	-1.299532e-007
7.500146484375021e-008	-4.259137e-007
7.500147734375020e-008	-8.035010e-005
7.500150234375018e-008	-5.717024e-004
7.500150400298725e-008	-7.758088e-004
7.500150732146138e-008	-2.228539e-003
7.500151395840953e-008	-9.542391e-003
7.500151831070198e-008	-2.075252e-002
7.500152114866882e-008	-3.509957e-002
7.500152352686025e-008	-5.476665e-002
7.500152585295789e-008	-8.320257e-002
7.500152817161370e-008	-1.229130e-001
7.500153045446713e-008	-1.754019e-001
7.500153271221587e-008	-2.424878e-001
7.500153523061349e-008	-3.343085e-001
7.500153751137464e-008	-4.307440e-001
7.500154281635395e-008	-6.713067e-001
7.500154457059423e-008	-7.418848e-001
7.500154624244160e-008	-7.955831e-001
7.500154787870703e-008	-8.314931e-001
7.500154955365888e-008	-8.491465e-001
7.500155159240747e-008	-8.541508e-001
7.500161565063498e-008	-8.483644e-001
7.500167970886250e-008	-8.425883e-001
7.500174376709001e-008	-8.368226e-001
7.500180782531754e-008	-8.310672e-001
7.500187188354505e-008	-8.253222e-001
7.500193594177257e-008	-8.195875e-001
7.500200000000008e-008	-8.138632e-001
7.500250510141412e-008	-7.708140e-001
7.500301020282818e-008	-7.296282e-001
7.500351530424222e-008	-6.903058e-001
7.500402040565626e-008	-6.528466e-001
7.500452550707031e-008	-6.172507e-001
7.500503060848436e-008	-5.835182e-001
7.500553570989840e-008	-5.516490e-001
7.500622853871323e-008	-5.101921e-001
7.500699073627086e-008	-4.677833e-001
7.500777636600978e-008	-4.273141e-001
7.500862836131650e-008	-3.868762e-001
7.500950878695194e-008	-3.485466e-001
7.501045454866320e-008	-3.109652e-001
7.501143444975109e-008	-2.755937e-001
7.501248045732217e-008	-2.414731e-001
7.501356716690943e-008	-2.096046e-001
7.501472264857679e-008	-1.793131e-001
7.501592654735119e-008	-1.512603e-001
7.501720401347975e-008	-1.249673e-001
7.501853921829578e-008	-1.008490e-001
7.501995534631597e-008	-7.855823e-002
7.502144081169460e-008	-5.833333e-002
7.502301782862648e-008	-3.991309e-002
7.502467905750790e-008	-2.341143e-002
7.502644688443319e-008	-8.622013e-003
7.502831860715517e-008	4.427302e-003
7.503031825120953e-008	1.590852e-002
7.503244873509753e-008	2.585167e-002
7.503473784192103e-008	3.440736e-002
7.503719610585800e-008	4.164284e-002
7.503985847954768e-008	4.769483e-002
7.504274701810530e-008	5.265266e-002
7.504590993848605e-008	5.664274e-002
7.504938870515824e-008	5.976508e-002
7.505325689266016e-008	6.213655e-002
7.505759253383588e-008	6.385856e-002
7.506252160300447e-008	6.503651e-002
7.506820057007327e-008	6.576438e-002
7.508291007977068e-008	6.621004e-002
7.511147914746375e-008	6.540029e-002
7.514004821515681e-008	6.457439e-002
7.516861728284987e-008	6.373235e-002
7.519718635054295e-008	6.287416e-002
7.522575541823602e-008	6.199983e-002
7.525432448592908e-008	6.110935e-002
7.528289355362215e-008	6.020273e-002
7.546575069647853e-008	5.505403e-002
7.564860783933491e-008	5.027122e-002
7.583146498219130e-008	4.585431e-002
7.601432212504767e-008	4.180329e-002
7.619717926790406e-008	3.811817e-002
7.638003641076043e-008	3.479894e-002
7.656289355361682e-008	3.184560e-002
7.674575069647321e-008	2.912207e-002
7.692860783932958e-008	2.659210e-002
7.711146498218597e-008	2.425567e-002
7.729432212504235e-008	2.211279e-002
7.747717926789873e-008	2.016345e-002
7.766003641075511e-008	1.840767e-002
7.784289355361150e-008	1.684543e-002
7.802575069646788e-008	1.540476e-002
7.820860783932426e-008	1.406647e-002
7.839146498218065e-008	1.283056e-002
7.857432212503702e-008	1.169703e-002
7.875717926789341e-008	1.066589e-002
7.894003641074978e-008	9.737125e-003
7.912289355360617e-008	8.910744e-003
7.933289355360530e-008	8.026743e-003
7.942819447451883e-008	7.656905e-003
7.952349539543238e-008	7.302389e-003
7.961879631634592e-008	6.963194e-003
7.971409723725946e-008	6.639321e-003
7.980939815817300e-008	6.330771e-003
7.990469907908655e-008	6.037542e-003
8.000000000000008e-008	5.759635e-003
8.000035000000008e-008	5.758632e-003
8.000045000000013e-008	5.632194e-003
8.000045312500018e-008	5.468530e-003
8.000045390625022e-008	5.347133e-003
8.000045546875019e-008	4.976417e-003
8.000045859375024e-008	4.093435e-003
8.000046484375024e-008	2.523121e-003
8.000047734375023e-008	8.848645e-004
8.000050234375021e-008	6.406915e-005
8.000052077435705e-008	2.639866e-007
8.000053883851859e-008	5.098679e-009
8.000056316173671e-008	4.231430e-010
8.000058347645844e-008	1.582665e-010
8.000100000000011e-008	-3.597179e-009
8.000182903529873e-008	-1.047194e-008
8.000265807059733e-008	-1.690188e-008
8.000348710589595e-008	-2.288699e-008
8.000431614119456e-008	-2.842727e-008
8.000514517649318e-008	-3.352272e-008
8.000597421179178e-008	-3.817335e-008
8.000680324709040e-008	-4.237915e-008
8.000774140921485e-008	-4.681217e-008
8.000864697171853e-008	-5.071524e-008
8.000958797101011e-008	-5.441184e-008
8.001050506104923e-008	-5.769526e-008
8.001145074228653e-008	-6.077879e-008
8.001237988733582e-008	-6.353739e-008
8.001333278813118e-008	-6.611157e-008
8.001427502452667e-008	-6.842674e-008
8.001523767732003e-008	-7.057650e-008
8.001619450868369e-008	-7.251753e-008
8.001716963974344e-008	-7.431296e-008
8.001814308989914e-008	-7.593864e-008
8.001913372673302e-008	-7.743778e-008
8.002012637843011e-008	-7.879786e-008
8.002113595989054e-008	-8.004889e-008
8.002215102022351e-008	-8.118528e-008
8.002318351731468e-008	-8.222827e-008
8.002422490788472e-008	-8.317627e-008
8.002528496054320e-008	-8.404459e-008
8.002635743687660e-008	-8.483385e-008
8.002745051521417e-008	-8.555529e-008
8.002855982260698e-008	-8.621070e-008
8.002969242342754e-008	-8.680848e-008
8.003084550017270e-008	-8.735091e-008
8.003202539378646e-008	-8.784439e-008
8.003323063847642e-008	-8.829134e-008
8.003446718751315e-008	-8.869670e-008
8.003573481582921e-008	-8.906285e-008
8.003703939833479e-008	-8.939367e-008
8.003838192833654e-008	-8.969134e-008
8.003976851439424e-008	-8.995897e-008
8.004120144113395e-008	-9.019857e-008
8.004268740002245e-008	-9.041262e-008
8.004423015636748e-008	-9.060292e-008
8.004751478039026e-008	-9.091998e-008
8.005111576459473e-008	-9.116307e-008
8.005511324893440e-008	-9.134369e-008
8.006210416000055e-008	-9.151899e-008
8.007083433209902e-008	-9.160436e-008
8.008027727195887e-008	-9.160721e-008
8.008972021181870e-008	-9.160275e-008
8.009916315167854e-008	-9.159097e-008
8.010860609153838e-008	-9.157188e-008
8.011804903139822e-008	-9.154548e-008
8.012749197125805e-008	-9.151176e-008
8.013693491111790e-008	-9.147072e-008
8.031979205397428e-008	-9.091744e-008
8.050264919683066e-008	-9.040347e-008
8.068550633968705e-008	-8.992881e-008
8.086836348254342e-008	-8.949346e-008
8.105122062539981e-008	-8.909742e-008
8.123407776825618e-008	-8.874070e-008
8.141693491111257e-008	-8.842329e-008
8.159979205396896e-008	-8.813059e-008
8.178264919682533e-008	-8.785870e-008
8.196550633968172e-008	-8.760760e-008
8.214836348253810e-008	-8.737730e-008
8.233122062539448e-008	-8.716781e-008
8.251407776825086e-008	-8.697912e-008
8.269693491110725e-008	-8.681123e-008
8.287979205396363e-008	-8.665640e-008
8.306264919682001e-008	-8.651257e-008
8.324550633967640e-008	-8.637975e-008
8.342836348253277e-008	-8.625793e-008
8.361122062538916e-008	-8.614711e-008
8.379407776824553e-008	-8.604730e-008
8.397693491110192e-008	-8.595849e-008
8.412322992380165e-008	-8.589201e-008
8.426952493650139e-008	-8.582948e-008
8.441581994920112e-008	-8.577091e-008
8.456211496190086e-008	-8.571630e-008
8.470840997460059e-008	-8.566564e-008
8.485470498730033e-008	-8.561894e-008
8.500100000000006e-008	-8.557620e-008
8.500135000000006e-008	-8.557610e-008
8.500145000000011e-008	-8.753954e-008
8.500145312500016e-008	-9.015125e-008
8.500145390625020e-008	-9.224640e-008
8.500145546875017e-008	-9.980739e-008
8.500145859375022e-008	-1.299532e-007
8.500146484375022e-008	-4.259137e-007
8.500147734375021e-008	-8.035010e-005
8.500150234375019e-008	-5.717024e-004
8.500150400298726e-008	-7.758088e-004
8.500150732146139e-008	-2.228539e-003
8.500151395840954e-008	-9.542391e-003
8.500151831070199e-008	-2.075252e-002
8.500152114866883e-008	-3.509957e-002
8.500152352686026e-008	-5.476665e-002
8.500152585295790e-008	-8.320257e-002
8.500152817161371e-008	-1.229130e-001
8.500153045446714e-008	-1.754019e-001
8.500153271221588e-008	-2.424878e-001
8.500153523061350e-008	-3.343085e-001
8.500153751137465e-008	-4.307440e-001
8.500154281635396e-008	-6.713067e-001
8.500154457059424e-008	-7.418848e-001
8.500154624244161e-008	-7.955831e-001
8.500154787870704e-008	-8.314931e-001
8.500154955365889e-008	-8.491465e-001
8.500155159240748e-008	-8.541508e-001
8.500161565063499e-008	-8.483644e-001
8.500167970886251e-008	-8.425883e-001
8.500174376709002e-008	-8.368226e-001
8.500180782531755e-008	-8.310672e-001
8.500187188354506e-008	-8.253222e-001
8.500193594177258e-008	-8.195875e-001
8.500200000000009e-008	-8.138632e-001
8.500250510141413e-008	-7.708140e-001
8.500301020282819e-008	-7.296282e-001
8.500351530424223e-008	-6.903058e-001
8.500402040565627e-008	-6.528466e-001
8.500452550707032e-008	-6.172507e-001
8.500503060848437e-008	-5.835182e-001
8.500553570989841e-008	-5.516490e-001
8.500622853871324e-008	-5.101921e-001
8.500699073627087e-008	-4.677833e-001
8.500777636600979e-008	-4.273141e-001
8.500862836131651e-008	-3.868762e-001
8.500950878695195e-008	-3.485466e-001
8.501045454866321e-008	-3.109652e-001
8.501143444975110e-008	-2.755937e-001
8.501248045732218e-008	-2.414731e-001
8.501356716690944e-008	-2.096046e-001
8.501472264857680e-008	-1.793131e-001
8.501592654735120e-008	-1.512603e-001
8.501720401347976e-008	-1.249673e-001
8.501853921829579e-008	-1.008490e-001
8.501995534631598e-008	-7.855823e-002
8.502144081169461e-008	-5.833333e-002
8.502301782862649e-008	-3.991309e-002
8.502467905750791e-008	-2.341143e-002
8.502644688443320e-008	-8.622013e-003
8.502831860715518e-008	4.427302e-003
8.503031825120954e-008	1.590852e-002
8.503244873509754e-008	2.585167e-002
8.503473784192104e-008	3.440736e-002
8.503719610585801e-008	4.164284e-002
8.503985847954769e-008	4.769483e-002
8.504274701810531e-008	5.265266e-002
8.504590993848606e-008	5.664274e-002
8.504938870515825e-008	5.976508e-002
8.505325689266017e-008	6.213655e-002
8.505759253383589e-008	6.385856e-002
8.506252160300448e-008	6.503651e-002
8.506820057007328e-008	6.576438e-002
8.508291007977069e-008	6.621004e-002
8.511147914746376e-008	6.540029e-002
8.514004821515682e-008	6.457439e-002
8.516861728284988e-008	6.373235e-002
8.519718635054296e-008	6.287416e-002
8.522575541823603e-008	6.199983e-002
8.525432448592909e-008	6.110935e-002
8.528289355362216e-008	6.020273e-002
8.546575069647854e-008	5.505403e-002
8.564860783933492e-008	5.027122e-002
8.583146498219131e-008	4.585431e-002
8.601432212504768e-008	4.180329e-002
8.619717926790407e-008	3.811817e-002
8.638003641076044e-008	3.479894e-002
8.656289355361683e-008	3.184560e-002
8.674575069647322e-008	2.912207e-002
8.692860783932959e-008	2.659210e-002
8.711146498218598e-008	2.425567e-002
8.729432212504236e-008	2.211279e-002
8.747717926789874e-008	2.016345e-002
8.766003641075512e-008	1.840767e-002
8.784289355361151e-008	1.684543e-002
8.796289355361101e-008	1.586916e-002
8.814575069646740e-008	1.451198e-002
8.832860783932377e-008	1.325125e-002
8.851146498218016e-008	1.208697e-002
8.869432212503653e-008	1.101913e-002
8.887717926789292e-008	1.004775e-002
8.906003641074930e-008	9.172811e-003
8.924289355360568e-008	8.394321e-003
8.935105161737631e-008	7.957343e-003
8.945920968114694e-008	7.540564e-003
8.956736774491757e-008	7.143982e-003
8.967552580868820e-008	6.767598e-003
8.978368387245883e-008	6.411412e-003
8.989184193622946e-008	6.075424e-003
9.000000000000009e-008	5.759635e-003
9.000035000000009e-008	5.758632e-003
9.000045000000014e-008	5.632194e-003
9.000045312500019e-008	5.468530e-003
9.000045390625023e-008	5.347133e-003
9.000045546875020e-008	4.976417e-003
9.000045859375025e-008	4.093435e-003
9.000046484375025e-008	2.523121e-003
9.000047734375024e-008	8.848645e-004
9.000050234375022e-008	6.406915e-005
9.000052077435706e-008	2.639866e-007
9.000053883851860e-008	5.098679e-009
9.000056316173672e-008	4.231430e-010
9.000058347645845e-008	1.582665e-010
9.000100000000012e-008	-3.597179e-009
9.000182903529874e-008	-1.047194e-008
9.000265807059734e-008	-1.690188e-008
9.000348710589596e-008	-2.288699e-008
9.000431614119457e-008	-2.842727e-008
9.000514517649319e-008	-3.352272e-008
9.000597421179179e-008	-3.817335e-008
9.000680324709041e-008	-4.237915e-008
9.000774140921486e-008	-4.681217e-008
9.000864697171854e-008	-5.071524e-008
9.000958797101012e-008	-5.441184e-008
9.001050506104924e-008	-5.769526e-008
9.001145074228654e-008	-6.077879e-008
9.001237988733583e-008	-6.353739e-008
9.001333278813119e-008	-6.611157e-008
9.001427502452668e-008	-6.842674e-008
9.001523767732004e-008	-7.057650e-008
9.001619450868370e-008	-7.251753e-008
9.001716963974345e-008	-7.431296e-008
9.001814308989915e-008	-7.593864e-008
9.001913372673303e-008	-7.743778e-008
9.002012637843012e-008	-7.879786e-008
9.002113595989055e-008	-8.004889e-008
9.002215102022352e-008	-8.118528e-008
9.002318351731469e-008	-8.222827e-008
9.002422490788473e-008	-8.317627e-008
9.002528496054321e-008	-8.404459e-008
9.002635743687661e-008	-8.483385e-008
9.002745051521418e-008	-8.555529e-008
9.002855982260699e-008	-8.621070e-008
9.002969242342755e-008	-8.680848e-008
9.003084550017271e-008	-8.735091e-008
9.003202539378647e-008	-8.784439e-008
9.003323063847643e-008	-8.829134e-008
9.003446718751316e-008	-8.869670e-008
9.003573481582922e-008	-8.906285e-008
9.003703939833480e-008	-8.939367e-008
9.003838192833655e-008	-8.969134e-008
9.003976851439425e-008	-8.995897e-008
9.004120144113396e-008	-9.019857e-008
9.004268740002246e-008	-9.041262e-008
9.004423015636749e-008	-9.060292e-008
9.004751478039027e-008	-9.091998e-008
9.005111576459474e-008	-9.116307e-008
9.005511324893442e-008	-9.134369e-008
9.006210416000056e-008	-9.151899e-008
9.007083433209903e-008	-9.160436e-008
9.008027727195888e-008	-9.160721e-008
9.008972021181871e-008	-9.160275e-008
9.009916315167855e-008	-9.159097e-008
9.010860609153839e-008	-9.157188e-008
9.011804903139823e-008	-9.154548e-008
9.012749197125806e-008	-9.151176e-008
9.013693491111791e-008	-9.147072e-008
9.031979205397429e-008	-9.091744e-008
9.050264919683067e-008	-9.040347e-008
9.068550633968706e-008	-8.992881e-008
9.086836348254343e-008	-8.949346e-008
9.105122062539982e-008	-8.909742e-008
9.123407776825619e-008	-8.874070e-008
9.141693491111258e-008	-8.842329e-008
9.159979205396897e-008	-8.813059e-008
9.178264919682534e-008	-8.785870e-008
9.196550633968173e-008	-8.760760e-008
9.214836348253811e-008	-8.737730e-008
9.233122062539449e-008	-8.716781e-008
9.251407776825087e-008	-8.697912e-008
9.269693491110726e-008	-8.681123e-008
9.287979205396364e-008	-8.665640e-008
9.306264919682002e-008	-8.651257e-008
9.324550633967641e-008	-8.637975e-008
9.342836348253278e-008	-8.625793e-008
9.361122062538917e-008	-8.614711e-008
9.379407776824554e-008	-8.604730e-008
9.397693491110193e-008	-8.595849e-008
9.412322992380166e-008	-8.589201e-008
9.426952493650140e-008	-8.582948e-008
9.441581994920113e-008	-8.577091e-008
9.456211496190087e-008	-8.571630e-008
9.470840997460060e-008	-8.566564e-008
9.485470498730034e-008	-8.561894e-008
9.500100000000007e-008	-8.557620e-008
9.500135000000007e-008	-8.557610e-008
9.500145000000012e-008	-8.753954e-008
9.500145312500017e-008	-9.015125e-008
9.500145390625021e-008	-9.224640e-008
9.500145546875018e-008	-9.980739e-008
9.500145859375023e-008	-1.299532e-007
9.500146484375023e-008	-4.259137e-007
9.500147734375022e-008	-8.035010e-005
9.500150234375020e-008	-5.717024e-004
9.500150400298727e-008	-7.758088e-004
9.500150732146140e-008	-2.228539e-003
9.500151395840955e-008	-9.542391e-003
9.500151831070200e-008	-2.075252e-002
9.500152114866884e-008	-3.509957e-002
9.500152352686027e-008	-5.476665e-002
9.500152585295791e-008	-8.320257e-002
9.500152817161372e-008	-1.229130e-001
9.500153045446715e-008	-1.754019e-001
9.500153271221589e-008	-2.424878e-001
9.500153523061351e-008	-3.343085e-001
9.500153751137466e-008	-4.307440e-001
9.500154281635397e-008	-6.713067e-001
9.500154457059425e-008	-7.418848e-001
9.500154624244162e-008	-7.955831e-001
9.500154787870705e-008	-8.314931e-001
9.500154955365890e-008	-8.491465e-001
9.500155159240749e-008	-8.541508e-001
9.500161565063500e-008	-8.483644e-001
9.500167970886252e-008	-8.425883e-001
9.500174376709003e-008	-8.368226e-001
9.500180782531756e-008	-8.310672e-001
9.500187188354507e-008	-8.253222e-001
9.500193594177259e-008	-8.195875e-001
9.500200000000010e-008	-8.138632e-001
9.500250510141414e-008	-7.708140e-001
9.500301020282820e-008	-7.296282e-001
9.500351530424224e-008	-6.903058e-001
9.500402040565628e-008	-6.528466e-001
9.500452550707033e-008	-6.172507e-001
9.500503060848438e-008	-5.835182e-001
9.500553570989842e-008	-5.516490e-001
9.500622853871325e-008	-5.101921e-001
9.500699073627088e-008	-4.677833e-001
9.500777636600980e-008	-4.273141e-001
9.500862836131652e-008	-3.868762e-001
9.500950878695196e-008	-3.485466e-001
9.501045454866322e-008	-3.109652e-001
9.501143444975111e-008	-2.755937e-001
9.501248045732219e-008	-2.414731e-001
9.501356716690945e-008	-2.096046e-001
9.501472264857681e-008	-1.793131e-001
9.501592654735121e-008	-1.512603e-001
9.501720401347977e-008	-1.249673e-001
9.501853921829580e-008	-1.008490e-001
9.501995534631599e-008	-7.855823e-002
9.502144081169462e-008	-5.833333e-002
9.502301782862650e-008	-3.991309e-002
9.502467905750792e-008	-2.341143e-002
9.502644688443321e-008	-8.622013e-003
9.502831860715519e-008	4.427302e-003
9.503031825120955e-008	1.590852e-002
9.503244873509755e-008	2.585167e-002
9.503473784192105e-008	3.440736e-002
9.503719610585802e-008	4.164284e-002
9.503985847954770e-008	4.769483e-002
9.504274701810532e-008	5.265266e-002
9.504590993848607e-008	5.664274e-002
9.504938870515826e-008	5.976508e-002
9.505325689266018e-008	6.213655e-002
9.505759253383590e-008	6.385856e-002
9.506252160300449e-008	6.503651e-002
9.506820057007329e-008	6.576438e-002
9.508291007977070e-008	6.621004e-002
9.511147914746377e-008	6.540029e-002
9.514004821515683e-008	6.457439e-002
9.516861728284989e-008	6.373235e-002
9.519718635054297e-008	6.287416e-002
9.522575541823604e-008	6.199983e-002
9.525432448592910e-008	6.110935e-002
9.528289355362217e-008	6.020273e-002
9.546575069647855e-008	5.505403e-002
9.564860783933493e-008	5.027122e-002
9.583146498219132e-008	4.585431e-002
9.601432212504769e-008	4.180329e-002
9.619717926790408e-008	3.811817e-002
9.638003641076045e-008	3.479894e-002
9.656289355361684e-008	3.184560e-002
9.659289355361672e-008	3.137382e-002
9.677575069647310e-008	2.869064e-002
9.695860783932948e-008	2.619814e-002
9.714146498218587e-008	2.389633e-002
9.732432212504224e-008	2.178519e-002
9.750717926789863e-008	1.986474e-002
9.769003641075500e-008	1.813497e-002
9.787289355361139e-008	1.659587e-002
9.805575069646778e-008	1.517654e-002
9.823860783932415e-008	1.385808e-002
9.842146498218054e-008	1.264048e-002
9.860432212503692e-008	1.152375e-002
9.878717926789330e-008	1.050788e-002
9.897003641074968e-008	9.592873e-003
9.915289355360607e-008	8.778734e-003
9.927390876023379e-008	8.269791e-003
9.939492396686150e-008	7.786729e-003
9.951593917348923e-008	7.329548e-003
9.963695438011694e-008	6.898248e-003
9.975796958674467e-008	6.492829e-003
9.987898479337238e-008	6.113291e-003
1.000000000000001e-007	5.759635e-003
1.000003500000001e-007	5.758632e-003
1.000004500000002e-007	5.632194e-003
1.000004531250002e-007	5.468530e-003
1.000004539062502e-007	5.347133e-003
1.000004554687502e-007	4.976417e-003
1.000004585937503e-007	4.093435e-003
1.000004648437503e-007	2.523121e-003
1.000004773437503e-007	8.848645e-004
1.000005023437502e-007	6.406915e-005
1.000005207743571e-007	2.639866e-007
1.000005388385186e-007	5.098679e-009
1.000005631617367e-007	4.231430e-010
1.000005834764585e-007	1.582665e-010
1.000010000000001e-007	-3.597179e-009
1.000018290352988e-007	-1.047194e-008
1.000026580705974e-007	-1.690188e-008
1.000034871058960e-007	-2.288699e-008
1.000043161411946e-007	-2.842727e-008
1.000051451764932e-007	-3.352272e-008
1.000059742117918e-007	-3.817335e-008
1.000068032470904e-007	-4.237915e-008
1.000077414092149e-007	-4.681217e-008
1.000086469717185e-007	-5.071524e-008
1.000095879710101e-007	-5.441184e-008
1.000105050610493e-007	-5.769526e-008
1.000114507422866e-007	-6.077879e-008
1.000123798873358e-007	-6.353739e-008
1.000133327881312e-007	-6.611157e-008
1.000142750245267e-007	-6.842674e-008
1.000152376773201e-007	-7.057650e-008
1.000161945086837e-007	-7.251753e-008
1.000171696397435e-007	-7.431296e-008
1.000181430898992e-007	-7.593864e-008
1.000191337267330e-007	-7.743778e-008
1.000201263784301e-007	-7.879786e-008
1.000211359598906e-007	-8.004889e-008
1.000221510202235e-007	-8.118528e-008
1.000231835173147e-007	-8.222827e-008
1.000242249078847e-007	-8.317627e-008
1.000252849605432e-007	-8.404459e-008
1.000263574368766e-007	-8.483385e-008
1.000274505152142e-007	-8.555529e-008
1.000285598226070e-007	-8.621070e-008
1.000296924234276e-007	-8.680848e-008
1.000308455001727e-007	-8.735091e-008
1.000320253937865e-007	-8.784439e-008
1.000332306384764e-007	-8.829134e-008
1.000344671875132e-007	-8.869670e-008
1.000357348158292e-007	-8.906285e-008
1.000370393983348e-007	-8.939367e-008
1.000383819283366e-007	-8.969134e-008
1.000397685143943e-007	-8.995897e-008
1.000412014411340e-007	-9.019857e-008
1.000426874000225e-007	-9.041262e-008
1.000442301563675e-007	-9.060292e-008
1.000475147803903e-007	-9.091998e-008
1.000511157645947e-007	-9.116307e-008
1.000551132489344e-007	-9.134369e-008
1.000621041600006e-007	-9.151899e-008
1.000708343320990e-007	-9.160436e-008
1.000802772719589e-007	-9.160721e-008
1.000897202118187e-007	-9.160275e-008
1.000991631516786e-007	-9.159097e-008
1.001086060915384e-007	-9.157188e-008
1.001180490313982e-007	-9.154548e-008
1.001274919712581e-007	-9.151176e-008
1.001369349111179e-007	-9.147072e-008
1.003197920539743e-007	-9.091744e-008
1.005026491968307e-007	-9.040347e-008
1.006855063396871e-007	-8.992881e-008
1.008683634825434e-007	-8.949346e-008
1.010512206253998e-007	-8.909742e-008
1.012340777682562e-007	-8.874070e-008
1.014169349111126e-007	-8.842329e-008
1.015997920539690e-007	-8.813059e-008
1.017826491968254e-007	-8.785870e-008
1.019655063396817e-007	-8.760760e-008
1.021483634825381e-007	-8.737730e-008
1.023312206253945e-007	-8.716781e-008
1.025140777682509e-007	-8.697912e-008
1.026969349111073e-007	-8.681123e-008
1.028797920539637e-007	-8.665640e-008
1.030626491968200e-007	-8.651257e-008
1.032455063396764e-007	-8.637975e-008
